configuration,dataset,text,true_label,predicted_label,true_class,predicted_class,error_type,text_length,word_count
Config 3: Smaller Batch - Advanced,Advanced,صحيح هذا قوات أفرزتها حرب ٩٤ و+ هي قوات احتلال و+ يجب إنهاء الاحتلال ل+ أجل تستمر الوحدة لاتوجد و+ حده ب+ وجود احتلال,0,1,Negative,Positive,False Positive,117,24
Config 3: Smaller Batch - Advanced,Advanced,ل+ أنهم كانوا يعيشون المغزى الحقيقي من التعدد أما الآن تغير الوضع يحبون التعدد ل+ لمتعة فقط ألا من رحم ربي,0,1,Negative,Positive,False Positive,106,21
Config 3: Smaller Batch - Advanced,Advanced,مشاهد العنف الواقعي اللي بتنشر ع مواقع التواصل الاجتماعي مقصوده و+ نتيجة تعرض البشر لها مش حلوه ف المستقبل ع المجتمع و+ الأسرة و+ النفس .. ل+ ما تعرف أن الفيديو فيه جريمة ماتفتحهوش و+ أمنع نفسك عشان أنت هتتاذي جامد و+ كل اللي حواليك كمان ..,1,0,Positive,Negative,False Negative,240,47
Config 3: Smaller Batch - Advanced,Advanced,الله ينصرك يا بطله و+ الله رغده أشجع من ميت رجل,1,0,Positive,Negative,False Negative,47,11
Config 3: Smaller Batch - Advanced,Advanced,هذا صدك عراقي لا ب+ ربكم هذا صدك لو شنو راح أتخبل و+ الله ممصدگة العراقي أبو الغيرة هيج سوة ب+ روحه گبرر الله ل+ يوفقكم سويتونة مضحكه ل+ لعالم 😔,1,0,Positive,Negative,False Negative,144,31
Config 3: Smaller Batch - Advanced,Advanced,"الأخت #مايا_زيادة تتحرر من ""المنفي"" و+ تكشف رحلة ""الصلب"" من #جنوب_لبنان إلى #ايطاليا: كنيستنا فيها عفن",0,1,Negative,Positive,False Positive,102,16
Config 3: Smaller Batch - Advanced,Advanced,تشوف 😂 صدقني لو واحد من ذول الشيوخ طبال لاردوغان مهما كانت عيوبه ماراح يتكلمون عنه,0,1,Negative,Positive,False Positive,82,16
Config 3: Smaller Batch - Advanced,Advanced,الدكتورة_وسام_شعيب# بهدلت نفسها و+ أسرتها و+ احتمال تخسر مهنتها و+ كل دة علشان آية ؟ علشان تنصحي مجتمع متفشي فيه الجهل ب+ فعل فاعل و+ قلة الدين و+ الأخلاق ، و+ تصارعت عليها ذءاب الميديا من كل الأطياف المتحررين و+ رواد المهنة و+ كل أدلي بدلوه,1,0,Positive,Negative,False Negative,241,46
Config 3: Smaller Batch - Advanced,Advanced,اللي يشتهي طفله يباه مريض نفسي ..بيدوفيلي حقير . شاف فيها آية أثار غرايزة الحقيرة ؟,0,1,Negative,Positive,False Positive,83,16
Config 3: Smaller Batch - Advanced,Advanced,هي صراحة كأس الخليج أهم إليكم من كأس العالم ، ل+ أنه لا يمكن المقارنة بين أن تكون فاعلا و بين أن تكون على الهامش متفرجا ، و في أحسن الأحوال مفعولا فيك أو مفعولا بك,1,0,Positive,Negative,False Negative,163,36
Config 3: Smaller Batch - Advanced,Advanced,شوف نانسي شلون ناسكه و+ ناشفه و+ شوف هاي الهايشة ماتعرف حته تحجي ياخي صدك قهر أنتي مراه وهاية مراه,1,0,Positive,Negative,False Negative,98,20
Config 3: Smaller Batch - Advanced,Advanced,الفقه الإسلامي مصدر ل+ لتشريع و+ عدم احتكار الدستور ل+ صالح الرءيس حاجة نتمنى نشوفها في كل العالم العربي,0,1,Negative,Positive,False Positive,104,19
Config 3: Smaller Batch - Advanced,Advanced,يعني كل ماصار شيء طبيعي ل+ يستمر الناس في تحسين المستوى المعيشي، امتلت أفواهكم شتما و+ نعتا في الراسمالية القذرة؟,0,1,Negative,Positive,False Positive,113,20
Config 3: Smaller Batch - Advanced,Advanced,كيف بدك تعرف الكذبة من كبرها هسا ولد أربع سنين ب+ عرف يقول هيك معلومات ههههه و+ الله مسخره,0,1,Negative,Positive,False Positive,90,19
Config 3: Smaller Batch - Advanced,Advanced,رز الخليج يديرها يا عواد تتغنى ب+ كأس الخليج كانه كأس عالم فعلا هههه,1,0,Positive,Negative,False Negative,68,14
Config 3: Smaller Batch - Advanced,Advanced,طبال صاير كتلوني من عشرين سنة شفتك تحلل في قناة مدريد الملكي سيد أندية أوروبا و+ العالم,1,0,Positive,Negative,False Negative,87,17
Config 3: Smaller Batch - Advanced,Advanced,كذابين و+ هن بعرفو أنهن كذابين و+ العالم كله الكذاب ب+ رضه ب+ عرف أنهن كذبين و+ مع ذلك بكذبو ب+ أعلى صوت ملآ عالم متخنزررر,0,1,Negative,Positive,False Positive,122,26
Config 3: Smaller Batch - Advanced,Advanced,حسام حبيب طالع بيكلمنا عن أنه شيرين نجحت في عهده و+ أنها يا عيني كانت مغنيه مغموره قبل ما تتجوزه و+ هو أصلا مستضيفينه ل+ أنه طليق شيرين حسام حبيب محتاج طبيب نفسي يعالجه,1,0,Positive,Negative,False Negative,168,34
Config 3: Smaller Batch - Advanced,Advanced,يعني أما تقدم ل+ لمعارضة و أن لم يكن أي تقدم للمعارضة، ف+ يقولون النظام يقصف المدنيين.,1,0,Positive,Negative,False Negative,86,17
Config 3: Smaller Batch - Advanced,Advanced,#الاتحاد_الفتح مازال فريق ابوقمطه يلعب ب+ أسلوب الهجمات المرتدة حيلة الضعيف ل+ كن لن تدوم طويلا هذا الأسلوب ..,0,1,Negative,Positive,False Positive,110,19
Config 3: Smaller Batch - Advanced,Advanced,يعين أهلنا تونس يءاخذهم فعله السفهاء أمثال السبسي و+ بشري اللهم آرنا عجاءب قدرتك يحارب الإسلام,0,1,Negative,Positive,False Positive,94,16
Config 3: Smaller Batch - Advanced,Advanced,ب+ خصوص كلمة (النجمة الايقونية) أي فشرت تنحط هي الكلمة ل+ وحدة رخيصه متل هيفا...حترموا معاني الكلمات لو سمحتوا هي كلمة مقدسه ب+ عدوهن عن و+ س+ أخه الناس,0,1,Negative,Positive,False Positive,152,29
Config 3: Smaller Batch - Advanced,Advanced,بريطانيا تفرض حزمه عقوبات جديده على روسيا,0,1,Negative,Positive,False Positive,41,7
Config 3: Smaller Batch - Advanced,Advanced,المعركة بين جنود الدولة و+ فلول النظام . و+ ليس بين السنة و+ العلوية نقطه أنتهي الوعي .. الوعي,0,1,Negative,Positive,False Positive,94,19
Config 3: Smaller Batch - Advanced,Advanced,لو لطيفه توصل ل+ ربع صوت ف+ له لجزاءريه أنا بنتحر علنا لهلق بعدها لطيفه بتنشز أنت ف+ ين و ف+ له ف+ ين هههه,1,0,Positive,Negative,False Negative,106,25
Config 3: Smaller Batch - Advanced,Advanced,و+ لله يا أديب كلنا بنسعي أنه محد يتعرض لهيك شي ، ف ما ب+ عرف كيف عقلك صغير ل+ درجة أنك شايف الاغتصاب شيء يرجى,1,0,Positive,Negative,False Negative,110,26
Config 3: Smaller Batch - Advanced,Advanced,مافيش حل غير المقاطعة ربنا يكرم و+ الناس تستجيب بس,0,1,Negative,Positive,False Positive,50,10
Config 3: Smaller Batch - Advanced,Advanced,راغب شخص راقيي ..والان برنامجوو أحسن من آرب ايدول,0,1,Negative,Positive,False Positive,49,9
Config 3: Smaller Batch - Advanced,Advanced,س+ يرين حبيبتي....منشااااان الله لا تحكى مصري! خليكي عم تحكى لبناني ل+ أنو ل+ ما تحكى مصري بتكوني متل البنغالي ياللي عم يحكى عربي مكسسسر,0,1,Negative,Positive,False Positive,136,25
Config 3: Smaller Batch - Advanced,Advanced,😂😂😂😂😂😂😂 لو كان التضخم طبيعي ما يقدرون يعملوها مو و التضخم ب+ أرقام قياسيه ب+ الإضافة ل+ لانكماش إلى في النمو إلى عندهم,1,0,Positive,Negative,False Negative,118,23
Config 3: Smaller Batch - Advanced,Advanced,ع شنو مغروره أنتي لو حلوه مثل تفاحه العراق زهور علاء شسوين,1,0,Positive,Negative,False Negative,58,12
Config 3: Smaller Batch - Advanced,Advanced,ياناااس ل+ حد يسوى لذا الوسخ فااالوو ع قولو 😂😂😂,0,1,Negative,Positive,False Positive,47,10
Config 3: Smaller Batch - Advanced,Advanced,عادور النظام السابق ب+ عمرو السوري كان يتعامل مع أخوه السوري بلغه الطاءفيه و+ لا تنلفظ كلمة المذهب ل+ أخير و+ لا شر ب+ الشارع السوري,1,0,Positive,Negative,False Negative,132,26
Config 3: Smaller Batch - Advanced,Advanced,شنو هالغرور الملكة ملكه على روحهة مو على الناس أموت منهة و+ من الخليج كله,1,0,Positive,Negative,False Negative,73,15
Config 3: Smaller Batch - Advanced,Advanced,يا الله شو هلشي المقزز و+ القرف ماخد بحالو مقلب باع صدرو شلون منفوخ مقرف جدا,0,1,Negative,Positive,False Positive,76,16
Config 3: Smaller Batch - Advanced,Advanced,هذه على ما أظن لم تتمتع و لم تلعب في صغرها و ب+ التالي أصيبت بما يسمى ب+ الفرنسي retoure d age,1,0,Positive,Negative,False Negative,94,22
Config 3: Smaller Batch - Advanced,Advanced,اليهودي جورج سورس صاحب الدولة العميقة ، شخصيه مثيره للجدل، يتهم ب+ تأثيره على القرارات الدولية دون منصب رسمي له ..,0,1,Negative,Positive,False Positive,114,21
Config 3: Smaller Batch - Advanced,Advanced,لو كانت متعلمه ما كان هذا حالها نقطه ل+ سطر,1,0,Positive,Negative,False Negative,43,10
Config 3: Smaller Batch - Advanced,Advanced,يا عم أقعد ع جنب بلا تدير بلا تتنيل قصدك ب+ تلمها تدفعها فوايد و+ أقساط قبر يلم العفش قال خدمات قال,0,1,Negative,Positive,False Positive,99,22
Config 3: Smaller Batch - Advanced,Advanced,فعلا مش ب+ نفوذها و+ مالها و شكلها الملوكية ب+ الأخلاق و الاحترام و+ بس,0,1,Negative,Positive,False Positive,71,15
Config 3: Smaller Batch - Advanced,Advanced,عجلوا في سقوط بشار الأسود حتى يتفرغ جند الشام في تحرير الأقصى ف+ مادام الأقصى أسيرا عن اليهود ف+ سوف يتفننون في إذلاله و+ هدمه,0,1,Negative,Positive,False Positive,126,25
Config 3: Smaller Batch - Advanced,Advanced,هودي زعران بلطجيه و+ الحركة ما في ب+ صفوفها هيك شي النبية مثر يكونوا كلن متلو ذو تقوى و+ إيمان و+ في سبيل الأعمال الصالحة,0,1,Negative,Positive,False Positive,121,25
Config 4: Lower Learning Rate - Advanced,Advanced,أن كان يغالط في أحداث مصر حتى يلوم الأخوان عمال على بطال، ف+ ما بالك بما يحدث باليمن.,0,1,Negative,Positive,False Positive,85,18
Config 4: Lower Learning Rate - Advanced,Advanced,أخوان شنو لاعب محلي شنو مغترب غير همه كلهم عراقيين لو حته بهاي طاءفيه عمي إذا ألاعب المنتخب المغترب أصوله مو عراقيه ميشرفنه يلعبنه ل+ أن كرة قدم العراق ولادة بل المواهب و+ مدام المغترب عراقي ف+ هوة و+ المحلي واحد,0,1,Negative,Positive,False Positive,212,41
Config 4: Lower Learning Rate - Advanced,Advanced,وش قالت قالت رقاصه و+ أنتي وش يا الطقاقه عاشو ترأ ك+ لكم نفس بعض,0,1,Negative,Positive,False Positive,64,15
Config 4: Lower Learning Rate - Advanced,Advanced,خسءت أيها المرتد الوقح السيد حسن في وضعية. ( قدم سلاحك). ل+ لوطن الحبيب و+ ليس سلم سلاحك،,0,1,Negative,Positive,False Positive,89,18
Config 4: Lower Learning Rate - Advanced,Advanced,هي دوابه جاية عابشر ب+ الغلط يولى روحي أرعى و+ أكلي جت أحسن لج يامطمطمة ياطنفسة موزين مكبرين راسج و+ يحكون معاك,0,1,Negative,Positive,False Positive,111,22
Config 4: Lower Learning Rate - Advanced,Advanced,هو كل المزعييين اللي عايزين يشتهرو يستضيفو الناس اللي شكل دي كلهم كلاب وهيخربو البلد,0,1,Negative,Positive,False Positive,84,15
Config 4: Lower Learning Rate - Advanced,Advanced,بعيدا عن السياسة يعتبر إنجاز راءع و+ كل الليبين فرحانين بيه و+ ب+ النسبة ل+ لسرقة أكيد فيه ل+ أنها ثقافة في كل من يمسك منصب في ليبيا ..,0,1,Negative,Positive,False Positive,135,29
Config 4: Lower Learning Rate - Advanced,Advanced,أنتي مغروره و+ صراحة كلامك خرا شبهه و+ شك ههههههههههههههههههههههههه ال ملكه ال تعالى اقعدي على دا l,1,0,Positive,Negative,False Negative,99,18
Config 4: Lower Learning Rate - Advanced,Advanced,"لم تتطرق الجزيرة إلى موسكو و+ لا إلى تل أبيب و+ لكنها لم تنس القاهرة""وان تصبكم سيءة يفرحوا بها""",0,1,Negative,Positive,False Positive,95,19
Config 4: Lower Learning Rate - Advanced,Advanced,كاضم تاريخه و+ صوته و+ فنه يشهد أله مو جورج و+ لا هذولي ألحته ما معروف اسمهم,1,0,Positive,Negative,False Negative,76,17
Config 4: Lower Learning Rate - Advanced,Advanced,بما أن السعودية دفعت جبال ف+ لوس عشان تعمل كوره عندها و+ تبقا نمره واحد في الكورة العربية وجه الأهلي سيد القارة و+ زعيم أفريقيا هدم كل ده و+ أخد كبيرين السعودية ورا مصنع الكراسي ف+ طبيعي جعر مصر يبقا هو البطل الحقيقي و+ الأهلي وحش وكخه 👌😃,0,1,Negative,Positive,False Positive,238,48
Config 4: Lower Learning Rate - Advanced,Advanced,حتى أما تقدم على أنك تلبس شماس في الكنيسة يوم العيد محدش بيرد مش عايز أشتم,0,1,Negative,Positive,False Positive,74,16
Config 4: Lower Learning Rate - Advanced,Advanced,ههههههههههههههههههههههه تستااااااهل فقعوا رأسها و+ ضربوها خلوا عيونها تطير ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه الله يبيض وجيههم رجااااااااال و+ نعم الرجااااااال,1,0,Positive,Negative,False Negative,222,17
Config 4: Lower Learning Rate - Advanced,Advanced,و+ الله يا دكتور فقدان امتيازات حواجز التشليح و+ تجارة الكبتاغون و+ السمسرة على أرواح المعتقلين صعب,1,0,Positive,Negative,False Negative,99,17
Config 4: Lower Learning Rate - Advanced,Advanced,ألنتن ياهو س+ يوقع صاغرا على الاتفاق ل+ لمرحلة الثانية.اما تصريحاته ف+ هي تعبير عن خوفه على مصيره بعد نهاية الحرب,0,1,Negative,Positive,False Positive,113,21
Config 4: Lower Learning Rate - Advanced,Advanced,أنا مستغربه أنه بيتكلم عن الاغتصاب عادي فشخ فعلا 🙆🏻‍♀️ يعني كان المفروض الواحدة تغتصب و تروح تحضر الفطار عادي بعدها,1,0,Positive,Negative,False Negative,115,21
Config 4: Lower Learning Rate - Advanced,Advanced,شوى بحث في يوتوب عن أعضاء الماسونية و+ ألمس الشيطاني ل+ جميع أعضاءها و+ سيطرة و+ التحكم في كل تصرفاتهم,0,1,Negative,Positive,False Positive,102,20
Config 4: Lower Learning Rate - Advanced,Advanced,انتبهي القمر يجوع و+ يأكل جزره و+ تغرقين 😂,1,0,Positive,Negative,False Negative,42,9
Config 4: Lower Learning Rate - Advanced,Advanced,طيب بس هنة يبطلو ينزلو بوستات و+ صور مستفزة و+ فاضحه الجمهور ب+ بطل يعلق. على مستوى الصور الهابطة بتكون التعليقات هابطه متلها ، و+ الراقي و+ المحترم ما حد ب+ قدر يعلق ب+ شي سلبي,1,0,Positive,Negative,False Negative,177,36
Config 4: Lower Learning Rate - Advanced,Advanced,صحيح هذا قوات أفرزتها حرب ٩٤ و+ هي قوات احتلال و+ يجب إنهاء الاحتلال ل+ أجل تستمر الوحدة لاتوجد و+ حده ب+ وجود احتلال,0,1,Negative,Positive,False Positive,117,24
Config 4: Lower Learning Rate - Advanced,Advanced,ل+ أنهم كانوا يعيشون المغزى الحقيقي من التعدد أما الآن تغير الوضع يحبون التعدد ل+ لمتعة فقط ألا من رحم ربي,0,1,Negative,Positive,False Positive,106,21
Config 4: Lower Learning Rate - Advanced,Advanced,مشاهد العنف الواقعي اللي بتنشر ع مواقع التواصل الاجتماعي مقصوده و+ نتيجة تعرض البشر لها مش حلوه ف المستقبل ع المجتمع و+ الأسرة و+ النفس .. ل+ ما تعرف أن الفيديو فيه جريمة ماتفتحهوش و+ أمنع نفسك عشان أنت هتتاذي جامد و+ كل اللي حواليك كمان ..,1,0,Positive,Negative,False Negative,240,47
Config 4: Lower Learning Rate - Advanced,Advanced,الله ينصرك يا بطله و+ الله رغده أشجع من ميت رجل,1,0,Positive,Negative,False Negative,47,11
Config 4: Lower Learning Rate - Advanced,Advanced,بس الله ل+ يستر ب+ كأس الخليج شراح نشوف من نماذج مادام المحترفين ميلعبون راح نشوف عطلات دوري العراقي كلها و+ جيب ليل و+ سمع عتابه,0,1,Negative,Positive,False Positive,129,26
Config 4: Lower Learning Rate - Advanced,Advanced,تشوف 😂 صدقني لو واحد من ذول الشيوخ طبال لاردوغان مهما كانت عيوبه ماراح يتكلمون عنه,0,1,Negative,Positive,False Positive,82,16
Config 4: Lower Learning Rate - Advanced,Advanced,اللي يشتهي طفله يباه مريض نفسي ..بيدوفيلي حقير . شاف فيها آية أثار غرايزة الحقيرة ؟,0,1,Negative,Positive,False Positive,83,16
Config 4: Lower Learning Rate - Advanced,Advanced,هي صراحة كأس الخليج أهم إليكم من كأس العالم ، ل+ أنه لا يمكن المقارنة بين أن تكون فاعلا و بين أن تكون على الهامش متفرجا ، و في أحسن الأحوال مفعولا فيك أو مفعولا بك,1,0,Positive,Negative,False Negative,163,36
Config 4: Lower Learning Rate - Advanced,Advanced,شوف نانسي شلون ناسكه و+ ناشفه و+ شوف هاي الهايشة ماتعرف حته تحجي ياخي صدك قهر أنتي مراه وهاية مراه,1,0,Positive,Negative,False Negative,98,20
Config 4: Lower Learning Rate - Advanced,Advanced,يعني كل ماصار شيء طبيعي ل+ يستمر الناس في تحسين المستوى المعيشي، امتلت أفواهكم شتما و+ نعتا في الراسمالية القذرة؟,0,1,Negative,Positive,False Positive,113,20
Config 4: Lower Learning Rate - Advanced,Advanced,كيف بدك تعرف الكذبة من كبرها هسا ولد أربع سنين ب+ عرف يقول هيك معلومات ههههه و+ الله مسخره,0,1,Negative,Positive,False Positive,90,19
Config 4: Lower Learning Rate - Advanced,Advanced,هذا الإعلان ليس له أي شرعية قانونيه كونه مشرع من قبل سلطة استولت على السلطة دون تخويل شعبي أو انتخابات ف+ هو غير ملزم ألا ل+ لجهة التي وقعته,0,1,Negative,Positive,False Positive,140,29
Config 4: Lower Learning Rate - Advanced,Advanced,كذابين و+ هن بعرفو أنهن كذابين و+ العالم كله الكذاب ب+ رضه ب+ عرف أنهن كذبين و+ مع ذلك بكذبو ب+ أعلى صوت ملآ عالم متخنزررر,0,1,Negative,Positive,False Positive,122,26
Config 4: Lower Learning Rate - Advanced,Advanced,دخلتوا فيه مثليه و+ سوالف خارج الموضوع تماما … لا أعلم ب+ ذلك — و+ على أساس أن الريال من ذوي الأخلاق و+ التقوى و+ يعبدون الله في الخفاء و+ العلن — طلعتينا من موضوع الكور,0,1,Negative,Positive,False Positive,169,36
Config 4: Lower Learning Rate - Advanced,Advanced,#الاتحاد_الفتح مازال فريق ابوقمطه يلعب ب+ أسلوب الهجمات المرتدة حيلة الضعيف ل+ كن لن تدوم طويلا هذا الأسلوب ..,0,1,Negative,Positive,False Positive,110,19
Config 4: Lower Learning Rate - Advanced,Advanced,يعين أهلنا تونس يءاخذهم فعله السفهاء أمثال السبسي و+ بشري اللهم آرنا عجاءب قدرتك يحارب الإسلام,0,1,Negative,Positive,False Positive,94,16
Config 4: Lower Learning Rate - Advanced,Advanced,هو بنات الناس لعبه في أيديكم و+ لا اشتريتوها دي ل+ يهم أهل وليهم ناس حسبنا الله و+ نعم الوكيل في و+ كل اللي يجي على واحده ست و+ لا بنت ربنا ينتقم منه المفروض الواحد قبل ما يتجوز بنته يسأل على أهله و+ ناسه و+ فصل و+ أصله,0,1,Negative,Positive,False Positive,219,49
Config 4: Lower Learning Rate - Advanced,Advanced,ب+ خصوص كلمة (النجمة الايقونية) أي فشرت تنحط هي الكلمة ل+ وحدة رخيصه متل هيفا...حترموا معاني الكلمات لو سمحتوا هي كلمة مقدسه ب+ عدوهن عن و+ س+ أخه الناس,0,1,Negative,Positive,False Positive,152,29
Config 4: Lower Learning Rate - Advanced,Advanced,المعركة بين جنود الدولة و+ فلول النظام . و+ ليس بين السنة و+ العلوية نقطه أنتهي الوعي .. الوعي,0,1,Negative,Positive,False Positive,94,19
Config 4: Lower Learning Rate - Advanced,Advanced,لو لطيفه توصل ل+ ربع صوت ف+ له لجزاءريه أنا بنتحر علنا لهلق بعدها لطيفه بتنشز أنت ف+ ين و ف+ له ف+ ين هههه,1,0,Positive,Negative,False Negative,106,25
Config 4: Lower Learning Rate - Advanced,Advanced,و+ لله يا أديب كلنا بنسعي أنه محد يتعرض لهيك شي ، ف ما ب+ عرف كيف عقلك صغير ل+ درجة أنك شايف الاغتصاب شيء يرجى,1,0,Positive,Negative,False Negative,110,26
Config 4: Lower Learning Rate - Advanced,Advanced,مافيش حل غير المقاطعة ربنا يكرم و+ الناس تستجيب بس,0,1,Negative,Positive,False Positive,50,10
Config 4: Lower Learning Rate - Advanced,Advanced,س+ يرين حبيبتي....منشااااان الله لا تحكى مصري! خليكي عم تحكى لبناني ل+ أنو ل+ ما تحكى مصري بتكوني متل البنغالي ياللي عم يحكى عربي مكسسسر,0,1,Negative,Positive,False Positive,136,25
Config 4: Lower Learning Rate - Advanced,Advanced,😂😂😂😂😂😂😂 لو كان التضخم طبيعي ما يقدرون يعملوها مو و التضخم ب+ أرقام قياسيه ب+ الإضافة ل+ لانكماش إلى في النمو إلى عندهم,1,0,Positive,Negative,False Negative,118,23
Config 4: Lower Learning Rate - Advanced,Advanced,ع شنو مغروره أنتي لو حلوه مثل تفاحه العراق زهور علاء شسوين,1,0,Positive,Negative,False Negative,58,12
Config 4: Lower Learning Rate - Advanced,Advanced,ياناااس ل+ حد يسوى لذا الوسخ فااالوو ع قولو 😂😂😂,0,1,Negative,Positive,False Positive,47,10
Config 4: Lower Learning Rate - Advanced,Advanced,آنتا عندك فوق ب+ رأسك طير مش عقل ل+ أنك لو حاضر اللعبة و+ تارك كل أحقادك ع جنب رح تشوف الحكم مع مين كان و+ ل+ مين قدم فرص أكثر حبيبي أتركك من هوس ريال مدريد عشان صحتك,1,0,Positive,Negative,False Negative,166,39
Config 4: Lower Learning Rate - Advanced,Advanced,شنو هالغرور الملكة ملكه على روحهة مو على الناس أموت منهة و+ من الخليج كله,1,0,Positive,Negative,False Negative,73,15
Config 4: Lower Learning Rate - Advanced,Advanced,يا الله شو هلشي المقزز و+ القرف ماخد بحالو مقلب باع صدرو شلون منفوخ مقرف جدا,0,1,Negative,Positive,False Positive,76,16
Config 4: Lower Learning Rate - Advanced,Advanced,ميسي مزال خاصو كأس الخليج و+ يرجع أعظم لاعب في التاريخ كأس الخليج = دوره رمضانيه,0,1,Negative,Positive,False Positive,80,16
Config 4: Lower Learning Rate - Advanced,Advanced,هذه على ما أظن لم تتمتع و لم تلعب في صغرها و ب+ التالي أصيبت بما يسمى ب+ الفرنسي retoure d age,1,0,Positive,Negative,False Negative,94,22
Config 4: Lower Learning Rate - Advanced,Advanced,لاحظت بعض الناس يصعبونها يعني طفله عمرها ٦ و+ لا ٥ لبست قصير قامو عليها و+ على أهلها ترأ الأغلب كان كذا وذحين نلبس عباية و+ نقاب و+ متسترين أحس الناس صايره أوفر ب+ زيادة,0,1,Negative,Positive,False Positive,169,35
Config 4: Lower Learning Rate - Advanced,Advanced,اليهودي جورج سورس صاحب الدولة العميقة ، شخصيه مثيره للجدل، يتهم ب+ تأثيره على القرارات الدولية دون منصب رسمي له ..,0,1,Negative,Positive,False Positive,114,21
Config 4: Lower Learning Rate - Advanced,Advanced,لو كانت متعلمه ما كان هذا حالها نقطه ل+ سطر,1,0,Positive,Negative,False Negative,43,10
Config 4: Lower Learning Rate - Advanced,Advanced,يا عم أقعد ع جنب بلا تدير بلا تتنيل قصدك ب+ تلمها تدفعها فوايد و+ أقساط قبر يلم العفش قال خدمات قال,0,1,Negative,Positive,False Positive,99,22
Config 4: Lower Learning Rate - Advanced,Advanced,عجلوا في سقوط بشار الأسود حتى يتفرغ جند الشام في تحرير الأقصى ف+ مادام الأقصى أسيرا عن اليهود ف+ سوف يتفننون في إذلاله و+ هدمه,0,1,Negative,Positive,False Positive,126,25
Config 4: Lower Learning Rate - Advanced,Advanced,هودي زعران بلطجيه و+ الحركة ما في ب+ صفوفها هيك شي النبية مثر يكونوا كلن متلو ذو تقوى و+ إيمان و+ في سبيل الأعمال الصالحة,0,1,Negative,Positive,False Positive,121,25
Config 5: Higher Weight Decay - Advanced,Advanced,أن بعض نصوص و+ مواد قانون حظر التطبيع قد شرعت ل+ فتح ب+ آب التطبيع لا حظره #عدلوا_قانون_التجريم,1,0,Positive,Negative,False Negative,95,18
Config 5: Higher Weight Decay - Advanced,Advanced,أن كان يغالط في أحداث مصر حتى يلوم الأخوان عمال على بطال، ف+ ما بالك بما يحدث باليمن.,0,1,Negative,Positive,False Positive,85,18
Config 5: Higher Weight Decay - Advanced,Advanced,أخوان شنو لاعب محلي شنو مغترب غير همه كلهم عراقيين لو حته بهاي طاءفيه عمي إذا ألاعب المنتخب المغترب أصوله مو عراقيه ميشرفنه يلعبنه ل+ أن كرة قدم العراق ولادة بل المواهب و+ مدام المغترب عراقي ف+ هوة و+ المحلي واحد,0,1,Negative,Positive,False Positive,212,41
Config 5: Higher Weight Decay - Advanced,Advanced,وش قالت قالت رقاصه و+ أنتي وش يا الطقاقه عاشو ترأ ك+ لكم نفس بعض,0,1,Negative,Positive,False Positive,64,15
Config 5: Higher Weight Decay - Advanced,Advanced,خسءت أيها المرتد الوقح السيد حسن في وضعية. ( قدم سلاحك). ل+ لوطن الحبيب و+ ليس سلم سلاحك،,0,1,Negative,Positive,False Positive,89,18
Config 5: Higher Weight Decay - Advanced,Advanced,هي دوابه جاية عابشر ب+ الغلط يولى روحي أرعى و+ أكلي جت أحسن لج يامطمطمة ياطنفسة موزين مكبرين راسج و+ يحكون معاك,0,1,Negative,Positive,False Positive,111,22
Config 5: Higher Weight Decay - Advanced,Advanced,هو كل المزعييين اللي عايزين يشتهرو يستضيفو الناس اللي شكل دي كلهم كلاب وهيخربو البلد,0,1,Negative,Positive,False Positive,84,15
Config 5: Higher Weight Decay - Advanced,Advanced,أنتي مغروره و+ صراحة كلامك خرا شبهه و+ شك ههههههههههههههههههههههههه ال ملكه ال تعالى اقعدي على دا l,1,0,Positive,Negative,False Negative,99,18
Config 5: Higher Weight Decay - Advanced,Advanced,و الله تستهال و+ حده مش محترمه و شافت تربية أصلا نازله ف+ وقت زي دا و لبس مش لبس أصلا تستحق كل اللي حصل لها و اللي عايز يعارضني يعارض بس ف الأول و الآخر هي مش محترمه,0,1,Negative,Positive,False Positive,165,39
Config 5: Higher Weight Decay - Advanced,Advanced,"لم تتطرق الجزيرة إلى موسكو و+ لا إلى تل أبيب و+ لكنها لم تنس القاهرة""وان تصبكم سيءة يفرحوا بها""",0,1,Negative,Positive,False Positive,95,19
Config 5: Higher Weight Decay - Advanced,Advanced,بما أن السعودية دفعت جبال ف+ لوس عشان تعمل كوره عندها و+ تبقا نمره واحد في الكورة العربية وجه الأهلي سيد القارة و+ زعيم أفريقيا هدم كل ده و+ أخد كبيرين السعودية ورا مصنع الكراسي ف+ طبيعي جعر مصر يبقا هو البطل الحقيقي و+ الأهلي وحش وكخه 👌😃,0,1,Negative,Positive,False Positive,238,48
Config 5: Higher Weight Decay - Advanced,Advanced,حتى أما تقدم على أنك تلبس شماس في الكنيسة يوم العيد محدش بيرد مش عايز أشتم,0,1,Negative,Positive,False Positive,74,16
Config 5: Higher Weight Decay - Advanced,Advanced,ههههههههههههههههههههههه تستااااااهل فقعوا رأسها و+ ضربوها خلوا عيونها تطير ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه الله يبيض وجيههم رجااااااااال و+ نعم الرجااااااال,1,0,Positive,Negative,False Negative,222,17
