configuration,text,true_label,predicted_label,true_class,predicted_class,error_type,text_length,word_count
Config 7: Winner + 5 Epochs,"مشاهد العنف الواقعي اللي بتنشر ع مواقع التواصل الاجتماعي مقصودة ونتيجة تعرض البشر لها مش حلوة ف المستقبل ع المجتمع والاسرة والنفس ..
لما تعرف ان الفيديو فيه جريمة ماتفتحهوش وامنع نفسك عشان انت هتتاذي جامد وكل اللي حواليك كمان ..",1,0,Positive,Negative,False Negative,228,41
Config 7: Winner + 5 Epochs,بس هو موعراقي شنو الي يثبت هو عراقي اصلا هذا ماله اصل عنده اكثر من لهجه يتكلم بيها,1,0,Positive,Negative,False Negative,82,18
Config 7: Winner + 5 Epochs,الله ينصرك يا بطله والله رغده اشجع من ميت رجل,1,0,Positive,Negative,False Negative,45,10
Config 7: Winner + 5 Epochs,بس الله ليستر بكاس الخليج شراح نشوف من نماذج مادام المحترفين ميلعبون راح نشوف عطلات دوري العراقي كلها وجيب ليل وسمع عتابه,0,1,Negative,Positive,False Positive,121,22
Config 7: Winner + 5 Epochs,"الاخت #مايا_زيادة تتحرر من ""المنفي"" وتكشف رحلة ""الصلب"" من #جنوب_لبنان الي #ايطاليا: كنيستنا فيها عفن",0,1,Negative,Positive,False Positive,100,15
Config 7: Winner + 5 Epochs,"  تشوف 😂
صدقني لو واحد من ذول الشيوخ طبال لاردوغان مهما كانت عيوبه ماراح يتكلمون عنه",0,1,Negative,Positive,False Positive,84,16
Config 7: Winner + 5 Epochs,"الدكتورة_وسام_شعيب#
بهدلت نفسها واسرتها واحتمال تخسر مهنتها وكل دة علشان ايه ؟ علشان تنصحي مجتمع متفشي فيه الجهل بفعل فاعل وقله الدين والاخلاق ، وتصارعت عليها ذءاب الميديا من  كل الاطياف المتحررين ورواد المهنه  وكل ادلي بدلوة",1,0,Positive,Negative,False Negative,225,37
Config 7: Winner + 5 Epochs,"اللي يشتهي طفلة يباة مريض نفسي ..بيدوفيلي حقير .
شاف فيها اية اثار غرايزة الحقيرة ؟",0,1,Negative,Positive,False Positive,83,16
Config 7: Winner + 5 Epochs,هي صراحة كاس الخليج اهم اليكم من كاس العالم ، لانه لا يمكن المقارنة بين ان تكون فاعلا و بين ان تكون علي الهامش متفرجا ، و في احسن الاحوال مفعولا فيك او مفعولا بك,1,0,Positive,Negative,False Negative,161,35
Config 7: Winner + 5 Epochs,شوف نانسي شلون ناسكة وناشفة وشوف هاي الهايشة ماتعرف حته تحجي ياخي صدك قهر انتي مراة وهاية مراة,1,0,Positive,Negative,False Negative,94,18
Config 7: Winner + 5 Epochs,علي راي سعيد صالح الله يرحمه الشغل دا مش عايز شهادة دا عايز ليونة ههههههههههه,0,1,Negative,Positive,False Positive,77,15
Config 7: Winner + 5 Epochs,يعني كل ماصار شيء طبيعي ليستمر الناس في تحسين المستوي المعيشي، امتلت افواهكم شتما ونعتا في الراسمالية القذرة؟,0,1,Negative,Positive,False Positive,109,18
Config 7: Winner + 5 Epochs,كيف بدك تعرف الكذبه من كبرها هسا ولد اربع سنين بعرف يقول هيك معلومات ههههه والله مسخره,0,1,Negative,Positive,False Positive,86,17
Config 7: Winner + 5 Epochs,"كذابين وهن بعرفو انهن كذابين والعالم كله الكذاب برضه بعرف انهن كذبين ومع ذلك بكذبو باعلي صوت
ملا عالم متخنزررر",0,1,Negative,Positive,False Positive,110,20
Config 7: Winner + 5 Epochs,يعني اما تقدم للمعارضة و ان لم يكن اي تقدم للمعارضة، فيقولون النظام يقصف المدنيين.,1,0,Positive,Negative,False Negative,82,15
Config 7: Winner + 5 Epochs,"#الاتحاد_الفتح مازال فريق ابوقمطه يلعب باسلوب الهجمات المرتدة حيلة الضعيف 

لكن لن تدوم طويلا هذا الاسلوب ..",0,1,Negative,Positive,False Positive,108,17
Config 7: Winner + 5 Epochs,هل ستتم اقالة قانون المالية؟ هذا الصحيح، بعد ما عدا بيها بيها القانون اقالها باش الناس تقول هوا باهي و لكن اذا لم يغير القانون فهو مجرد تلاعب و تخدير لعقول مخدرة,1,0,Positive,Negative,False Negative,161,32
Config 7: Winner + 5 Epochs,يعين اهلنا تونس يءاخذهم فعله السفهاء امثال السبسي وبشري اللهم ارنا عجاءب قدرتك يحارب الاسلام,0,1,Negative,Positive,False Positive,92,15
Config 7: Winner + 5 Epochs,بخصوص كلمة (النجمة الايقونية) اي فشرت تنحط هي الكلمة لوحدة رخيصة متل هيفا...حترموا معاني الكلمات لو سمحتوا هي كلمة مقدسة بعدوهن عن وساخة الناس,0,1,Negative,Positive,False Positive,142,24
Config 7: Winner + 5 Epochs,"المعركة بين جنود الدولة وفلول النظام .
وليس بين السنة والعلوية 
نقطة انتهي 
الوعي .. الوعي ",0,1,Negative,Positive,False Positive,91,16
Config 7: Winner + 5 Epochs,لو لطيفه توصل لربع صوت فله لجزاءريه انا بنتحر علنا لهلق بعدها لطيفه بتنشز انت فين و فله فين هههه,1,0,Positive,Negative,False Negative,96,20
Config 7: Winner + 5 Epochs, ولله يا اديب كلنا بنسعي انه محد يتعرض لهيك شي ، ف ما بعرف كيف عقلك صغير لدرجة انك شايف الاغتصاب شيء يرجي,1,0,Positive,Negative,False Negative,105,23
Config 7: Winner + 5 Epochs, مافيش حل غير المقاطعه    ربنا يكرم والناس تستجيب بس         ,0,1,Negative,Positive,False Positive,61,9
Config 7: Winner + 5 Epochs,سيرين حبيبتي....منشااااان الله لا تحكي مصري! خليكي عم تحكي لبناني لانو لما تحكي مصري بتكوني متل البنغالي ياللي عم يحكي عربي مكسسسر,0,1,Negative,Positive,False Positive,130,22
Config 7: Winner + 5 Epochs, 😂😂😂😂😂😂😂 لو كان التضخم طبيعي ما يقدرون يعملوها مو و التضخم بارقام قياسية بالاضافة للانكماش الي في النمو الي عندهم,1,0,Positive,Negative,False Negative,113,20
Config 7: Winner + 5 Epochs,ع شنو مغروره انتي لو حلوه مثل تفاحة العراق زهور علاء شسوين,1,0,Positive,Negative,False Negative,58,12
Config 7: Winner + 5 Epochs,ياناااس لحد يسوي لذا الوسخ فااالوو ع قولو 😂😂😂,0,1,Negative,Positive,False Positive,45,9
Config 7: Winner + 5 Epochs,يا الله شو هلشي المقزز والقرف ماخد بحالو  مقلب باع صدرو شلون منفوخ مقرف جدا,0,1,Negative,Positive,False Positive,75,15
Config 7: Winner + 5 Epochs,"ميسي مزال خاصو كاس الخليج ويرجع اعظم لاعب في التاريخ
كاس الخليج = دورة رمضانية",0,1,Negative,Positive,False Positive,78,15
Config 7: Winner + 5 Epochs,هذه علي ما اظن لم تتمتع و لم تلعب في صغرها و بالتالي اصيبت بما يسمي بالفرنسي retoure d age,1,0,Positive,Negative,False Negative,90,20
Config 7: Winner + 5 Epochs,لو كانت متعلمه ما كان هذا حالها نقطه لسطر,1,0,Positive,Negative,False Negative,41,9
Config 7: Winner + 5 Epochs,يا عم اقعد ع جنب بلا تدير بلا تتنيل قصدك بتلمها تدفعها فوايد واقساط قبر يلم العفش قال خدمات قال,0,1,Negative,Positive,False Positive,95,20
Config 7: Winner + 5 Epochs,عجلوا في سقوط بشار الاسود حتي يتفرغ جند الشام في تحرير الاقصي فمادام الاقصي اسيرا عن اليهود فسوف يتفننون في اذلاله وهدمه,0,1,Negative,Positive,False Positive,120,22
Config 7: Winner + 5 Epochs,  هودي زعران بلطجية والحركة ما في بصفوفها هيك شي النبيه مثر يكونوا كلن متلو ذو تقوي وايمان وفي سبيل الاعمال الصالحة,0,1,Negative,Positive,False Positive,115,21
Config 8: Very Low LR + More Epochs,"ان بعض نصوص ومواد قانون حظر التطبيع قد شرعت لفتح باب التطبيع لا حظره 
#عدلوا_قانون_التجريم",1,0,Positive,Negative,False Negative,90,15
Config 8: Very Low LR + More Epochs,ان كان يغالط في احداث مصر حتي يلوم الاخوان عمال علي بطال، فما بالك بما يحدث باليمن.,0,1,Negative,Positive,False Positive,83,17
Config 8: Very Low LR + More Epochs,"اخوان شنو لاعب محلي شنو مغترب غير همه كلهم عراقيين لو حته بهاي طاءفيه عمي اذا الاعب المنتخب المغترب اصوله مو عراقيه ميشرفنه يلعبنه لان كره قدم العراق ولادة بل المواهب ومدام المغترب عراقي فهوه والمحلي واحد

",0,1,Negative,Positive,False Positive,206,37
Config 8: Very Low LR + More Epochs,وش قالت قالت رقاصه وانتي وش يا الطقاقه عاشو ترا كلكم  نفس بعض,0,1,Negative,Positive,False Positive,61,13
Config 8: Very Low LR + More Epochs, خسءت ايها المرتد  الوقح  السيد حسن في وضعية. ( قدم سلاحك). للوطن الحبيب  وليس سلم سلاحك،,0,1,Negative,Positive,False Positive,89,16
Config 8: Very Low LR + More Epochs,هي دوابة  جاية عابشر بالغلط يولي روحي ارعي واكلي جت احسن لج يامطمطمة ياطنفسة موزين مكبرين راسج ويحكون معاك,0,1,Negative,Positive,False Positive,106,19
Config 8: Very Low LR + More Epochs,"هو كل المزعييين اللي عايزين يشتهرو يستضيفو الناس اللي شكل دي
كلهم كلاب وهيخربو البلد",0,1,Negative,Positive,False Positive,84,15
Config 8: Very Low LR + More Epochs,بعيدا عن السياسه يعتبر انجاز راءع وكل الليبين فرحانين بيه وبالنسبه للسرقه اكيد فيه لانها ثقافه في كل من يمسك منصب في ليبيا ..,0,1,Negative,Positive,False Positive,125,24
Config 8: Very Low LR + More Epochs, والله نتمني  يكونوا كما  حسن  ظنك عزيزي لكن  تاريخهم  في  خلايا  التجسس  يجعلنا نشك  بهم  دوما,1,0,Positive,Negative,False Negative,95,16
Config 8: Very Low LR + More Epochs,"و الله تستهال وحده مش محترمه و شافت تربيه اصلا
نازله فوقت زي دا و لبس مش لبس اصلا تستحق كل اللي حصل لها و اللي عايز يعارضني يعارض بس ف الاول و الاخر هي مش محترمه",0,1,Negative,Positive,False Positive,161,37
Config 8: Very Low LR + More Epochs,كاضم تاريخه وصوته وفنه يشهد اله مو جورج ولا هذولي الحته ما معروف اسمهم,1,0,Positive,Negative,False Negative,70,14
Config 8: Very Low LR + More Epochs,بما ان السعوديه دفعت جبال فلوس عشان تعمل كوره عندها وتبقا نمره واحد في الكوره العربيه وجه الاهلي سيد القاره وزعيم افريقيا هدم كل ده واخد كبيرين السعوديه ورا مصنع الكراسي فطبيعي جعر مصر يبقا هو البطل الحقيقي والاهلي وحش وكخه 👌😃,0,1,Negative,Positive,False Positive,226,42
Config 8: Very Low LR + More Epochs,حتي اما تقدم علي انك تلبس شماس في الكنيسة يوم العيد محدش بيرد مش عايز اشتم,0,1,Negative,Positive,False Positive,74,16
Config 8: Very Low LR + More Epochs,"ههههههههههههههههههههههه تستااااااهل فقعوا راسها وضربوها خلوا عيونها تطير
ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه
الله يبيض وجيههم رجااااااااال ونعم الرجااااااال",1,0,Positive,Negative,False Negative,218,15
Config 8: Very Low LR + More Epochs,النتن ياهو سيوقع صاغرا علي الاتفاق للمرحلة الثانية.اما تصريحاته فهي تعبير عن خوفه علي مصيره بعد نهاية الحرب,0,1,Negative,Positive,False Positive,107,18
Config 8: Very Low LR + More Epochs, انا مستغربة انه بيتكلم عن الاغتصاب عادي فشخ فعلا 🙆🏻‍♀️ يعني كان المفروض الواحدة تغتصب و تروح تحضر الفطار عادي بعدها,1,0,Positive,Negative,False Negative,116,21
Config 8: Very Low LR + More Epochs," القاعدة الاولي : الراجل ميمدش ايدة ع واحدة ست 
القاعدة التانية : لو ست مدت ايدها ع راجل متبقاش ست",1,0,Positive,Negative,False Negative,98,20
Config 8: Very Low LR + More Epochs, شوي بحث في يوتوب عن اعضاء الماسونية والمس الشيطاني لجميع اعضاءها وسيطره والتحكم في كل تصرفاتهم,0,1,Negative,Positive,False Positive,95,16
Config 8: Very Low LR + More Epochs,انتبهي القمر يجوع وياكل جزره وتغرقين 😂,1,0,Positive,Negative,False Negative,38,7
Config 8: Very Low LR + More Epochs,مقاس حذاءي 43 ووجهك مقاسه 49 حتي حذاءي طلع احلي منك,1,0,Positive,Negative,False Negative,51,11
Config 8: Very Low LR + More Epochs,"طيب بس هنه يبطلو ينزلو بوستات وصور مستفزة وفاضحة الجمهور ببطل يعلق.
علي مستوي الصور الهابطة بتكون التعليقات هابطه متلها ، والراقي والمحترم ما حد بقدر يعلق بشي سلبي",1,0,Positive,Negative,False Negative,163,29
Config 8: Very Low LR + More Epochs,صحيح هذا قوات افرزتها حرب ٩٤ وهي قوات احتلال   ويجب انهاء الاحتلال لاجل تستمر الوحده  لاتوجد وحده بوجود احتلال,0,1,Negative,Positive,False Positive,110,19
Config 8: Very Low LR + More Epochs," لانهم كانوا يعيشون المغزي الحقيقي من التعدد
اما الان تغير الوضع يحبون التعدد للمتعة فقط
الا من رحم ربي",0,1,Negative,Positive,False Positive,103,19
Config 8: Very Low LR + More Epochs,"مشاهد العنف الواقعي اللي بتنشر ع مواقع التواصل الاجتماعي مقصودة ونتيجة تعرض البشر لها مش حلوة ف المستقبل ع المجتمع والاسرة والنفس ..
لما تعرف ان الفيديو فيه جريمة ماتفتحهوش وامنع نفسك عشان انت هتتاذي جامد وكل اللي حواليك كمان ..",1,0,Positive,Negative,False Negative,228,41
Config 8: Very Low LR + More Epochs,بس هو موعراقي شنو الي يثبت هو عراقي اصلا هذا ماله اصل عنده اكثر من لهجه يتكلم بيها,1,0,Positive,Negative,False Negative,82,18
Config 8: Very Low LR + More Epochs,الله ينصرك يا بطله والله رغده اشجع من ميت رجل,1,0,Positive,Negative,False Negative,45,10
Config 8: Very Low LR + More Epochs,بس الله ليستر بكاس الخليج شراح نشوف من نماذج مادام المحترفين ميلعبون راح نشوف عطلات دوري العراقي كلها وجيب ليل وسمع عتابه,0,1,Negative,Positive,False Positive,121,22
Config 8: Very Low LR + More Epochs,"الاخت #مايا_زيادة تتحرر من ""المنفي"" وتكشف رحلة ""الصلب"" من #جنوب_لبنان الي #ايطاليا: كنيستنا فيها عفن",0,1,Negative,Positive,False Positive,100,15
Config 8: Very Low LR + More Epochs,"  تشوف 😂
صدقني لو واحد من ذول الشيوخ طبال لاردوغان مهما كانت عيوبه ماراح يتكلمون عنه",0,1,Negative,Positive,False Positive,84,16
Config 8: Very Low LR + More Epochs,"اللي يشتهي طفلة يباة مريض نفسي ..بيدوفيلي حقير .
شاف فيها اية اثار غرايزة الحقيرة ؟",0,1,Negative,Positive,False Positive,83,16
Config 8: Very Low LR + More Epochs,هي صراحة كاس الخليج اهم اليكم من كاس العالم ، لانه لا يمكن المقارنة بين ان تكون فاعلا و بين ان تكون علي الهامش متفرجا ، و في احسن الاحوال مفعولا فيك او مفعولا بك,1,0,Positive,Negative,False Negative,161,35
Config 8: Very Low LR + More Epochs,علي راي سعيد صالح الله يرحمه الشغل دا مش عايز شهادة دا عايز ليونة ههههههههههه,0,1,Negative,Positive,False Positive,77,15
Config 8: Very Low LR + More Epochs,"كذابين وهن بعرفو انهن كذابين والعالم كله الكذاب برضه بعرف انهن كذبين ومع ذلك بكذبو باعلي صوت
ملا عالم متخنزررر",0,1,Negative,Positive,False Positive,110,20
Config 8: Very Low LR + More Epochs,"#الاتحاد_الفتح مازال فريق ابوقمطه يلعب باسلوب الهجمات المرتدة حيلة الضعيف 

لكن لن تدوم طويلا هذا الاسلوب ..",0,1,Negative,Positive,False Positive,108,17
Config 8: Very Low LR + More Epochs,هل ستتم اقالة قانون المالية؟ هذا الصحيح، بعد ما عدا بيها بيها القانون اقالها باش الناس تقول هوا باهي و لكن اذا لم يغير القانون فهو مجرد تلاعب و تخدير لعقول مخدرة,1,0,Positive,Negative,False Negative,161,32
Config 8: Very Low LR + More Epochs,يعين اهلنا تونس يءاخذهم فعله السفهاء امثال السبسي وبشري اللهم ارنا عجاءب قدرتك يحارب الاسلام,0,1,Negative,Positive,False Positive,92,15
Config 8: Very Low LR + More Epochs,بخصوص كلمة (النجمة الايقونية) اي فشرت تنحط هي الكلمة لوحدة رخيصة متل هيفا...حترموا معاني الكلمات لو سمحتوا هي كلمة مقدسة بعدوهن عن وساخة الناس,0,1,Negative,Positive,False Positive,142,24
Config 8: Very Low LR + More Epochs,"المعركة بين جنود الدولة وفلول النظام .
وليس بين السنة والعلوية 
نقطة انتهي 
الوعي .. الوعي ",0,1,Negative,Positive,False Positive,91,16
Config 8: Very Low LR + More Epochs,لو لطيفه توصل لربع صوت فله لجزاءريه انا بنتحر علنا لهلق بعدها لطيفه بتنشز انت فين و فله فين هههه,1,0,Positive,Negative,False Negative,96,20
Config 8: Very Low LR + More Epochs, ولله يا اديب كلنا بنسعي انه محد يتعرض لهيك شي ، ف ما بعرف كيف عقلك صغير لدرجة انك شايف الاغتصاب شيء يرجي,1,0,Positive,Negative,False Negative,105,23
Config 8: Very Low LR + More Epochs, مافيش حل غير المقاطعه    ربنا يكرم والناس تستجيب بس         ,0,1,Negative,Positive,False Positive,61,9
Config 8: Very Low LR + More Epochs,ياهويدي نحيلك الي المقابلة مع الشيخ الشيعي حسين الحسيني البحريني  علي قناة الحدث يوم الثلاثاء للرد عليك,0,1,Negative,Positive,False Positive,103,17
Config 8: Very Low LR + More Epochs,احلام شكلها بتاكل الي علي المصرح,0,1,Negative,Positive,False Positive,32,6
Config 8: Very Low LR + More Epochs,سيرين حبيبتي....منشااااان الله لا تحكي مصري! خليكي عم تحكي لبناني لانو لما تحكي مصري بتكوني متل البنغالي ياللي عم يحكي عربي مكسسسر,0,1,Negative,Positive,False Positive,130,22
Config 8: Very Low LR + More Epochs, 😂😂😂😂😂😂😂 لو كان التضخم طبيعي ما يقدرون يعملوها مو و التضخم بارقام قياسية بالاضافة للانكماش الي في النمو الي عندهم,1,0,Positive,Negative,False Negative,113,20
Config 8: Very Low LR + More Epochs,ع شنو مغروره انتي لو حلوه مثل تفاحة العراق زهور علاء شسوين,1,0,Positive,Negative,False Negative,58,12
Config 8: Very Low LR + More Epochs,ياناااس لحد يسوي لذا الوسخ فااالوو ع قولو 😂😂😂,0,1,Negative,Positive,False Positive,45,9
Config 8: Very Low LR + More Epochs,يا الله شو هلشي المقزز والقرف ماخد بحالو  مقلب باع صدرو شلون منفوخ مقرف جدا,0,1,Negative,Positive,False Positive,75,15
Config 8: Very Low LR + More Epochs,"ميسي مزال خاصو كاس الخليج ويرجع اعظم لاعب في التاريخ
كاس الخليج = دورة رمضانية",0,1,Negative,Positive,False Positive,78,15
Config 8: Very Low LR + More Epochs,هذه علي ما اظن لم تتمتع و لم تلعب في صغرها و بالتالي اصيبت بما يسمي بالفرنسي retoure d age,1,0,Positive,Negative,False Negative,90,20
Config 8: Very Low LR + More Epochs,اليهودي جورج سورس صاحب الدولة العميقة ، شخصية مثيرة للجدل،  يتهم بتاثيره علي القرارات الدولية دون منصب رسمي له ..,0,1,Negative,Positive,False Positive,113,20
Config 8: Very Low LR + More Epochs,لو كانت متعلمه ما كان هذا حالها نقطه لسطر,1,0,Positive,Negative,False Negative,41,9
Config 8: Very Low LR + More Epochs,يا عم اقعد ع جنب بلا تدير بلا تتنيل قصدك بتلمها تدفعها فوايد واقساط قبر يلم العفش قال خدمات قال,0,1,Negative,Positive,False Positive,95,20
Config 8: Very Low LR + More Epochs,"فعلا مش بنفوذها ومالها و شكلها 
الملوكية بالاخلاق و الاحترام وبس",0,1,Negative,Positive,False Positive,64,11
Config 8: Very Low LR + More Epochs,عجلوا في سقوط بشار الاسود حتي يتفرغ جند الشام في تحرير الاقصي فمادام الاقصي اسيرا عن اليهود فسوف يتفننون في اذلاله وهدمه,0,1,Negative,Positive,False Positive,120,22
Config 8: Very Low LR + More Epochs,  هودي زعران بلطجية والحركة ما في بصفوفها هيك شي النبيه مثر يكونوا كلن متلو ذو تقوي وايمان وفي سبيل الاعمال الصالحة,0,1,Negative,Positive,False Positive,115,21
Config 9: Winner + More Warmup,"ان بعض نصوص ومواد قانون حظر التطبيع قد شرعت لفتح باب التطبيع لا حظره 
#عدلوا_قانون_التجريم",1,0,Positive,Negative,False Negative,90,15
Config 9: Winner + More Warmup,ان كان يغالط في احداث مصر حتي يلوم الاخوان عمال علي بطال، فما بالك بما يحدث باليمن.,0,1,Negative,Positive,False Positive,83,17
Config 9: Winner + More Warmup,وش قالت قالت رقاصه وانتي وش يا الطقاقه عاشو ترا كلكم  نفس بعض,0,1,Negative,Positive,False Positive,61,13
Config 9: Winner + More Warmup, خسءت ايها المرتد  الوقح  السيد حسن في وضعية. ( قدم سلاحك). للوطن الحبيب  وليس سلم سلاحك،,0,1,Negative,Positive,False Positive,89,16
Config 9: Winner + More Warmup,هي دوابة  جاية عابشر بالغلط يولي روحي ارعي واكلي جت احسن لج يامطمطمة ياطنفسة موزين مكبرين راسج ويحكون معاك,0,1,Negative,Positive,False Positive,106,19
Config 9: Winner + More Warmup,سعاد حسني قدمت مشاهد جنسية وادوار جريءة اكثر من برديس والارشيف موجود والوقاحة انهم بيقولو ما توصل لربع سعاد حسني ازدواجية وتناقض عند الشعب المصري,1,0,Positive,Negative,False Negative,145,25
Config 9: Winner + More Warmup,"هو كل المزعييين اللي عايزين يشتهرو يستضيفو الناس اللي شكل دي
كلهم كلاب وهيخربو البلد",0,1,Negative,Positive,False Positive,84,15
Config 9: Winner + More Warmup,شرمووووووووووطه جدا الوسخه ديه نفسي اشوفها هتموت ازاااااااي 🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄,1,0,Positive,Negative,False Negative,81,9
Config 9: Winner + More Warmup,انتي مغروره وصراحه كلامك خرا شبهه وشك ههههههههههههههههههههههههه ال ملكه ال تعالي اقعدي علي دا l,1,0,Positive,Negative,False Negative,95,16
Config 9: Winner + More Warmup,"لم تتطرق الجزيرة الي موسكو ولا الي تل ابيب ولكنها لم تنس القاهرة""وان تصبكم سيءة يفرحوا بها""",0,1,Negative,Positive,False Positive,91,17
Config 9: Winner + More Warmup,كاضم تاريخه وصوته وفنه يشهد اله مو جورج ولا هذولي الحته ما معروف اسمهم,1,0,Positive,Negative,False Negative,70,14
Config 9: Winner + More Warmup,بما ان السعوديه دفعت جبال فلوس عشان تعمل كوره عندها وتبقا نمره واحد في الكوره العربيه وجه الاهلي سيد القاره وزعيم افريقيا هدم كل ده واخد كبيرين السعوديه ورا مصنع الكراسي فطبيعي جعر مصر يبقا هو البطل الحقيقي والاهلي وحش وكخه 👌😃,0,1,Negative,Positive,False Positive,226,42
Config 9: Winner + More Warmup,"ههههههههههههههههههههههه تستااااااهل فقعوا راسها وضربوها خلوا عيونها تطير
ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه
الله يبيض وجيههم رجااااااااال ونعم الرجااااااال",1,0,Positive,Negative,False Negative,218,15
Config 9: Winner + More Warmup,النتن ياهو سيوقع صاغرا علي الاتفاق للمرحلة الثانية.اما تصريحاته فهي تعبير عن خوفه علي مصيره بعد نهاية الحرب,0,1,Negative,Positive,False Positive,107,18
Config 9: Winner + More Warmup, انا مستغربة انه بيتكلم عن الاغتصاب عادي فشخ فعلا 🙆🏻‍♀️ يعني كان المفروض الواحدة تغتصب و تروح تحضر الفطار عادي بعدها,1,0,Positive,Negative,False Negative,116,21
Config 9: Winner + More Warmup," القاعدة الاولي : الراجل ميمدش ايدة ع واحدة ست 
القاعدة التانية : لو ست مدت ايدها ع راجل متبقاش ست",1,0,Positive,Negative,False Negative,98,20
Config 9: Winner + More Warmup, شوي بحث في يوتوب عن اعضاء الماسونية والمس الشيطاني لجميع اعضاءها وسيطره والتحكم في كل تصرفاتهم,0,1,Negative,Positive,False Positive,95,16
Config 9: Winner + More Warmup,انتبهي القمر يجوع وياكل جزره وتغرقين 😂,1,0,Positive,Negative,False Negative,38,7
Config 9: Winner + More Warmup,مقاس حذاءي 43 ووجهك مقاسه 49 حتي حذاءي طلع احلي منك,1,0,Positive,Negative,False Negative,51,11
Config 9: Winner + More Warmup,كل العالم صارو السبب بشهرة القيصر كاظم انتو وين القيصر وين يا مقهورييين,1,0,Positive,Negative,False Negative,71,13
Config 9: Winner + More Warmup,"طيب بس هنه يبطلو ينزلو بوستات وصور مستفزة وفاضحة الجمهور ببطل يعلق.
علي مستوي الصور الهابطة بتكون التعليقات هابطه متلها ، والراقي والمحترم ما حد بقدر يعلق بشي سلبي",1,0,Positive,Negative,False Negative,163,29
Config 9: Winner + More Warmup,صحيح هذا قوات افرزتها حرب ٩٤ وهي قوات احتلال   ويجب انهاء الاحتلال لاجل تستمر الوحده  لاتوجد وحده بوجود احتلال,0,1,Negative,Positive,False Positive,110,19
Config 9: Winner + More Warmup," لانهم كانوا يعيشون المغزي الحقيقي من التعدد
اما الان تغير الوضع يحبون التعدد للمتعة فقط
الا من رحم ربي",0,1,Negative,Positive,False Positive,103,19
Config 9: Winner + More Warmup,"مشاهد العنف الواقعي اللي بتنشر ع مواقع التواصل الاجتماعي مقصودة ونتيجة تعرض البشر لها مش حلوة ف المستقبل ع المجتمع والاسرة والنفس ..
لما تعرف ان الفيديو فيه جريمة ماتفتحهوش وامنع نفسك عشان انت هتتاذي جامد وكل اللي حواليك كمان ..",1,0,Positive,Negative,False Negative,228,41
Config 9: Winner + More Warmup,الله ينصرك يا بطله والله رغده اشجع من ميت رجل,1,0,Positive,Negative,False Negative,45,10
Config 9: Winner + More Warmup,"هذا صدك عراقي 
لا بربكم هذا صدك لو شنو
راح اتخبل والله ممصدگة العراقي ابو الغيرة هيج سوة بروحة گبرر الله ليوفقكم سويتونة مضحكة للعالم 😔",1,0,Positive,Negative,False Negative,135,26
Config 9: Winner + More Warmup,حرب علي التاريخ وتراث الانسان.. دليل اثار غزة المدمرة,0,1,Negative,Positive,False Positive,53,9
Config 9: Winner + More Warmup,"  تشوف 😂
صدقني لو واحد من ذول الشيوخ طبال لاردوغان مهما كانت عيوبه ماراح يتكلمون عنه",0,1,Negative,Positive,False Positive,84,16
Config 9: Winner + More Warmup,"اللي يشتهي طفلة يباة مريض نفسي ..بيدوفيلي حقير .
شاف فيها اية اثار غرايزة الحقيرة ؟",0,1,Negative,Positive,False Positive,83,16
Config 9: Winner + More Warmup,"في ايام الكلب المخلوع كانت تصاغ الاخبار كانها انجازات شخصية له يقولون :
"" بتوجيه من السيد الرءيس بشار الاسد "" .. يكون رفع سعر البطاطا المقلية وخفض سعر البصل",1,0,Positive,Negative,False Negative,156,30
Config 9: Winner + More Warmup,هي صراحة كاس الخليج اهم اليكم من كاس العالم ، لانه لا يمكن المقارنة بين ان تكون فاعلا و بين ان تكون علي الهامش متفرجا ، و في احسن الاحوال مفعولا فيك او مفعولا بك,1,0,Positive,Negative,False Negative,161,35
Config 9: Winner + More Warmup,شوف نانسي شلون ناسكة وناشفة وشوف هاي الهايشة ماتعرف حته تحجي ياخي صدك قهر انتي مراة وهاية مراة,1,0,Positive,Negative,False Negative,94,18
Config 9: Winner + More Warmup,"كذابين وهن بعرفو انهن كذابين والعالم كله الكذاب برضه بعرف انهن كذبين ومع ذلك بكذبو باعلي صوت
ملا عالم متخنزررر",0,1,Negative,Positive,False Positive,110,20
Config 9: Winner + More Warmup,دخلتوا فيه  مثليه وسوالف خارج الموضوع تماما …  لا اعلم بذلك — وعلي اساس ان الريال  من ذوي الاخلاق والتقوي ويعبدون الله  في الخفاء والعلن — طلعتينا من موضوع الكور,0,1,Negative,Positive,False Positive,161,30
Config 9: Winner + More Warmup,حسام حبيب طالع بيكلمنا عن انه شيرين نجحت في عهده وانها يا عيني كانت مغنية مغمورة قبل ما تتجوزه وهو اصلا مستضيفينه لانه طليق شيرين حسام حبيب محتاج طبيب نفسي يعالجه,1,0,Positive,Negative,False Negative,162,31
Config 9: Winner + More Warmup,يعني اما تقدم للمعارضة و ان لم يكن اي تقدم للمعارضة، فيقولون النظام يقصف المدنيين.,1,0,Positive,Negative,False Negative,82,15
